shift,question,options,answer,subject,chapter
2022 28 Jun Shift 1,Motion of a particle in x−y plane is described by a set of following equations x = 4sin(π −ωt) m and 2 y = 4sin(ωt) m. The path of the particle will be,(1) circular | (2) helical | (3) parabolic | (4) eliptical,1,,
2022 28 Jun Shift 1,"A particle of mass m is moving in a circular path of constant radius r such that its centripetal acceleration a c is varying with time t as a c = k2rt2 , where k is a constant. The power delivered to the particle by the force acting on it is -",(1) Zero | (2) 2mk2r2t | (3) mk2r2t | (4) 2mk2rt,3,,
2022 28 Jun Shift 1,Match List-I with List-II List-I List-II Moment of inertia of solid sphere (A) (I) 5MR2 of radius R about any tangent. 3 Moment of inertia of hollow sphere of radius (B) (II) 7MR2 (R) about any tangent. 5 Moment of inertia of circular ring of radius (C) (III) 1MR2 (R) about its diameter. 4 Moment of inertia of circular disc of radius (D) (IV) 1MR2 (R) about any diameter. 2,"(1) A−II, B−I, C−IV, D−III | (2) A−I, B−II, C−IV, D−III | (3) A−II, B−I, C−III, D−IV | (4) A−I, B−II, C−III, D−IV",1,,
2022 28 Jun Shift 1,Two planets A and B of equal mass are having their period of revolutions T A and T B such that T A = 2T B. These planets are revolving in the circular orbits of radii r A and r B respectively. Which out of the following would be the correct relationship of their orbits?,(1) 2r2 = r3 | (2) r3 = 2r3 A B A B | (3) r3 = 4r3 | (4) T2 −T2 = π2 (r3 −4r3) A B A B GM B A,3,,
2022 28 Jun Shift 1,A water drop of diameter 2 cm is broken into 64 equal droplets. The surface tension of water is 0.075 N m−1 . In this process the gain in surface energy will be,(1) 2.8×10−4 J | (2) 1.5×10−3 J | (3) 1.9×10−4 J | (4) 9.4×10−5 J,1,,
2022 28 Jun Shift 1,"Statement - I : When μ amount of an ideal gas undergoes adiabatic change from state (P 1 ,V 1 ,T 1 ) to state (P 2 ,V 2 ,T 2 ) , then work done is W = μR( 1 T − 2 − γ T 1 ) , where γ = C C P and R = universal gas constant. V  Statement - II : In the above case, when work is done on the gas, the temperature of the gas would rise.",(1) Both statement-I and statement-II are true. | (2) Both statement-I and statement-II are false. | (3) Statement-I is true but statement-II is false. | (4) Statement-I is false but statement-II is true.,1,,
2022 28 Jun Shift 1,"A radar sends an electromagnetic signal of electric field (E 0 ) = 2.25 V m−1 and magnetic field (B 0 ) = 1.5×10−8 T which strikes a target on line of sight at a distance of 3 km in a medium. After that, a part of signal (echo) reflects back towards the radar with same velocity and by same path. If the signal was transmitted at time t = 0 from radar, then after how much time echo will reach to the radar?",(1) 2.0×10−5 s | (2) 4.0×10−5 s | (3) 1.0×10−5s | (4) 8.0×10−5s,2,,
2022 28 Jun Shift 1,"The velocity of sound in a gas, in which two wavelengths 4.08 m and 4.16 m produce 40 beats in 12 s, will be",(1) 282.8 m s−1 | (2) 175.5 m s−1 | (3) 353.6 m s−1 | (4) 707.2 m s−1,4,,
2022 28 Jun Shift 1,Statement-I : A point charge is brought in an electric field. The value of electric field at a point near to the charge may increase if the charge is positive. Statement-II : An electric dipole is placed in a uniform electric field. The net electric force on the dipole will not be zero.,(1) Both statement-I and statement-II are true. | (2) Both statement-I and statement-II are false. | (3) Statement-I is true but statement-II is false. | (4) Statement-I is false but statement-II is true.,3,,
2022 28 Jun Shift 1,"The three charges q,q and q are placed at the corners A,D and C of a square of side a as shown in figure. 2 2 The magnitude of electric field (E) at the corner B of the square, is",(1) q ( 1 + 1) | (2) q | (3) q | (4) q ( 1 − 1) 4πϵ 0 a2 √2 4πϵ 0 a2 √2 2,1,,
2022 28 Jun Shift 1,An infinitely long hollow conducting cylinder with radius R carries a uniform current along its surface. Choose the correct representation of magnetic field (B)as a function of radial distance (r) from the axis of cylinder. ,(1) | (2) | (3) | (4),4,,
2022 28 Jun Shift 1,The refracting angle of a prism is A and refractive index of the material of the prism is cot(A). Then the 2 angle of minimum deviation will be,(1) 180°−2A | (2) 90°−A | (3) 180°+2A | (4) 180°−3A,1,,
2022 28 Jun Shift 1,"The aperture of the objective is 24.4 cm. The resolving power of this telescope, if a light of wavelength ∘ 2440 A is used to see the object will be",(1) 8.1×106 | (2) 10.0×107 | (3) 8.2×105 | (4) 1.0×10−8,3,,
2022 28 Jun Shift 1,"The de Broglie wavelengths for an electron and a photon are λ e and λ p respectively. For the same kinetic energy of electron and photon, which of the following presents the correct relation between the de Broglie wavelengths of two?",(1) λ p ∝ λ2 e | (2) λ p ∝ λ e | (3) λ p ∝ √λ e | (4) λ ∝ √ 1 p λe,1,,
2022 28 Jun Shift 1,"The Q-value of a nuclear reaction and kinetic energy of the projectile particle, K p are related as",(1) Q = K p | (2) (K p +Q) < 0 | (3) Q < K p | (4) (K p +Q) > 0,4,,
2022 28 Jun Shift 1,"In the following circuit, the correct relation between output (Y) and inputs A and B will be",(1) Y = A⋅B | (2) Y = A+B | (3) Y = A⋅B | (4) Y = A+B,3,,
2022 28 Jun Shift 1,"For using a multimeter to identify diode from electrical components, choose the correct statement out of the following about the diode",(1) It is two terminal device which conducts current | (2) It is two terminal device which conducts current in both directions. in one direction only | (3) It does not conduct current gives an initial | (4) It is three terminal device which conducts current deflection which decays to zero. in one direction only between central terminal and either of the remaining two terminals,2,,
2022 28 Jun Shift 1,Given below are two statements : One is labelled as Assertion A and the other is labelled as Reason R. Assertion A : n−p−n transistor permits more current than a p−n−p transistor. Reason R : Electrons have greater mobility as a charge carrier.,"(1) Both A and R true, and R is correct explanation | (2) Both A and R are true but R is NOT the correct of A. explanation of A. | (3) A is true but R is false. | (4) A is false but R is true.",1,,
2022 28 Jun Shift 1,Match List-I with List-II List-I List-II (A) Television signal I. 03KHz (B) Radio signal II. 20KHz (C) High Quality Music III. 02MHz (D) Human speech IV. 06MHz,"(1) A−I,B−II,C−III,D−IV | (2) A−IV,B−III,C−I,D−II | (3) A−IV,B−III,C−II,D−I | (4) A−I,B−II,C−IV,D−III",3,,
2022 28 Jun Shift 1,"A hanging mass M is connected to a four times bigger mass by using a string pulley arrangement, as shown in the figure. The bigger mass is placed on a horizontal ice-slab and being pulled by 2Mg force. In this situation, tension in the string is xMg for x =_____. Neglect mass of the string and friction of the block (bigger mass) 5 with ice slab. (Given g = acceleration due to gravity)",,6,,
2022 28 Jun Shift 1,"A pendulum is suspended by a string of length 250 cm. The mass of the bob of the pendulum is 200 g. The bob is pulled aside until the string is at 60° with vertical as shown in the figure. After releasing the bob, the maximum velocity attained by the bob will be _____ m s−1. (if g = 10 m s−2) ",,5,,
2022 28 Jun Shift 1,"A man of 60 kg is running on the road and suddenly jumps into a stationary trolly car of mass 120 kg. Then the trolly car starts moving with velocity 2 m s−1. The velocity of the running man was _____ m s−1, when he jumps into the car. → →",,6,,
2022 28 Jun Shift 1,"The position vector of 1 kg object is r = (3ˆi−ˆj) m and its velocity v = (3ˆj+ˆk) m s−1. The magnitude of its angular momentum is √x N m s, where x is",,91,,
2022 28 Jun Shift 1,The total internal energy of two mole monoatomic ideal gas at temperature T = 300 K will be _____ J. (Given R = 8.31 J mol−1 ⋅K),,7479,,
2022 28 Jun Shift 1,"A meter bridge setup is shown in the figure. It is used to determine an unknown resistance R using a given resistor of 15 Ω. The galvanometer (G) shows null defection when tapping key is at 43 cm mark from end A. If the end correction for end A is 2 cm, then the determined value of R will be Ω.",,19,,
2022 28 Jun Shift 1,"Current measured by the ammeter (A) in the reported circuit when no current flows through 10Ω resistance, will be _____ A. ",,10,,
2022 28 Jun Shift 1,"A singly ionized magnesium atom (A = 24) ion is accelerated to kinetic energy 5keV, and is projected perpendicularly into a magnetic field B of the magnitude 0.5 T. The radius of path formed will be _____ cm.",,10,,
2022 28 Jun Shift 1,"An AC source is connected to an inductance of 100 mH, a capacitance of 100 μF and a resistance of 120 Ω as shown in figure. The time in which the resistance having a thermal capacity 2 J ∘C−1 will get heated by 16°C is _____ s.",,15,,
2022 28 Jun Shift 1,"A telegraph line of length 100 km has a capacity of 0.01 μF km−1 and it carries an alternating current at 0.5 kilo cycle per second. If minimum impedance is required, then the value of the inductance that needs to be introduced in series is _____ mH. (If π = √10)",,100,,
2022 28 Jun Shift 1,"Element ""E"" belongs to the period 4 and group 16 of the periodic table. The valence shell electron configuration of the element, which is just above ""E"" in the group is","(1) 2s22p4 | (2) 3d10,4s2,4p4 | (3) 3s23p4 | (4) 4d10,5s2,5p4",3,,
2022 28 Jun Shift 1,Which one of the following techniques is not used to spot components of a mixture separated on thin layer chromatographic plate?,(1) I 2 (Solid) | (2) U.V. Light | (3) Visualisation agent as a component of mobile | (4) Spraying of an appropriate reagent phase,3,,
2022 28 Jun Shift 1,Which of the following structures are aromatic in nature?,"(1) A,B,C & D | (2) Only A & B | (3) Only A & C | (4) Only B,C & D",2,,
2022 28 Jun Shift 1,The formula of the purple colour formed in Laissaigne's test for sulphur using sodium nitroprusside is,(1) Na 4 [Fe(CN) 5 (NOS)] | (2) NaFe[Fe(CN) 6 ] | (3) Na[Cr(NH 3 ) 2 (NCS) 4 ] | (4) Na 2 [Fe(CN) 5 (NO)],1,,
2022 28 Jun Shift 1,Which amongst the following is not a pesticide? ,(1) DDT | (2) Dieldrin | (3) Organophosphate | (4) Sodium Arsenite,4,,
2022 28 Jun Shift 1,The incorrect statement about the imperfections in solids is,(1) Schottky defect decreases the density of the | (2) Frenkel defect does not alter the density of the substance. substance. | (3) Interstitial defect increases the density of the | (4) Vacancy defect increases the density of the substance. substance.,4,,
2022 28 Jun Shift 1,The Zeta potential is related to which property of colloids?,(1) Colour | (2) Brownian movement | (3) Charge on surface of colloidal particle | (4) Tyndall effect,3,,
2022 28 Jun Shift 1,"Given are two statements one is labelled as Assertion and other is labelled as Reason. Assertion: Magnesium can reduce Al 2 O 3 at a temperature below 1350 °C, while above 1350 °C aluminium can reduce MgO. Reason: The melting and boiling points of magnesium are lower than those of aluminium. In light of the above statements, choose most appropriate answer from the options given below","(1) Both Assertion and Reason are correct, and | (2) Both Assertion and Reason are correct, but Reason is correct explanation of Assertion. Reason is NOT the correct explanation of Assertion. | (3) Assertion is correct Reason is not correct. | (4) Assertion is not correct, Reason is correct.",2,,
2022 28 Jun Shift 1,Nitrogen gas is obtained by thermal decomposition of:,(1) NaNO 2 | (2) NaNO 3 | (3) Ba(N 3 ) 2 | (4) Ba(NO 3 ) 2,3,,
2022 28 Jun Shift 1,"Given below are two statements : Statement I: The pentavalent oxide of group-15 element, E 2 O 5, is less acidic than trivalent oxide, E 2 O 3, of the same element. Statement II : The acidic character of trivalent oxide of group 15 elements, E 2 O 3, decreases down the group. In light of the above statements, choose most appropriate answer from the options given below","(1) Both Statement I and Statement II are true. | (2) Both Statement I and Statement II are false. | (3) Statement I is false but statement II is true. | (4) Statement I true, but statement II is false.",3,,
2022 28 Jun Shift 1,Dihydrogen reacts with CuO to give,(1) Cu(OH) | (2) Cu(s) 2 | (3) Cu 2 O | (4) CuH 2,2,,
2022 28 Jun Shift 1,Which one of the lanthanoids given below is the most stable in divalent form?,(1) Yb (Atomic Number 70) | (2) Sm (Atomic Number 62) | (3) Eu (Atomic Number 63) | (4) Ce (Atomic Number 58),3,,
2022 28 Jun Shift 1,"Given below are two statements : Statement I: [Ni(CN) ]2− is square planar and diamagnetic complex, with dsp2 hybridization for Ni but 4 [Ni(CO) ] is tetrahedral, paramagnetic and with sp3 hybridication for Ni. 4 Statement II : [NiCl 4 ]2− and [Ni(CO) 4 ] both have same d-electron configuration, have same geometry and are paramagnetic. In light the above statements, choose the correct answer form the options given below",(1) Both Statement I and Statement II are true. | (2) Statement I is correct but statement II is false. | (3) Statement I is incorrect but statement II is true. | (4) Both Statement I and Statement II are false.,4,,
2022 28 Jun Shift 1,The major product (P) in the reaction,(1) | (2) | (3) | (4),2,,
2022 28 Jun Shift 1,Which one of the following compounds is inactive towards S N 1 reaction?,(1) | (2) | (3) | (4),3,,
2022 28 Jun Shift 1,"The correct structure of product 'A' formed in the following reaction, ",(1) | (2) | (3) | (4),3,,
2022 28 Jun Shift 1,Identify the major product formed in the following sequence of reactions :,(1) | (2) | (3) | (4),3,,
2022 28 Jun Shift 1,"A primary aliphatic amine on reaction with nitrous acid in cold (273 K) and there after raising temperature of reaction mixture to room temperature (298 K), gives a/an",(1) Alcohol | (2) nitrile | (3) diazonium salt | (4) secondary amine,1,,
2022 28 Jun Shift 1,Which one of the following is NOT a copolymer?,(1) Neoprene | (2) PHBV | (3) Buna-S | (4) Butadiene-styrene Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2022,1,,
2022 28 Jun Shift 1,Stability of α - Helix structure of proteins depends upon,(1) H-bonding interaction | (2) dipolar interaction | (3) van der Waals forces | (4) π-stacking interaction,1,,
2022 28 Jun Shift 1,"If the work function of a metal is 6.63×10−19 J, the maximum wavelength of the photon required to remove a photoelectron from the metal is____nm. Nearest integer) [Given : h = 6.63×10−34 J s, and c = 3×108 m s−1]",,300,,
2022 28 Jun Shift 1,The hybridization of P exhibited in PF 5 is spxdy. The value of y is,,1,,
2022 28 Jun Shift 1,4.0 L of an ideal gas is allowed to expand isothermally into vacuum until the total volume is 20 L. The amount of heat absorbed in this expansion is L atm.,,0,,
2022 28 Jun Shift 1,"A 2.0 g sample containing MnO 2 is treated with HCl liberating Cl 2. The Cl 2 gas is passed into a solution of KI and 60.0mL of 0.1MNaS 2 O 3 is required to titrate the liberated iodine. The percentage of MnO 2 in the sample is____. Nearest integer) [Atomic masses (in u) Mn = 55;Cl = 35.5 : O = 16,I = 127,Na = 23,K = 39,S = 32]",,13,,
2022 28 Jun Shift 1,"In the estimation of bromine, 0.5 g of an organic compound gave 0.40 g of silver bromide. The percentage of bromine in the given compound is % (nearest integer) (Relative atomic masses of Ag and Br are 108u and 80u, respectively).",,34,,
2022 28 Jun Shift 1,"The vapour pressures of two volatile liquids A and B at 25 °C are 50 Torr and 100 Torr, respectively. If the liquid mixture contains 0.3 mole fraction of A, then the mole fraction of liquid B in the vapour phase is x . 17 The value of x is",,14,,
2022 28 Jun Shift 1,"The solubility product of a sparingly soluble salt A 2 X 3 is 1.1×10−23 . If specific conductance of the solution is 3×10−5Sm−1 , the limiting molar conductivity of the solution is x×10−3 S m2 mol−1 . The value of x is",,3,,
2022 28 Jun Shift 1,The quantity of electricity in Faraday needed to reduce 1 mol of Cr 2 O2 7 − to Cr3+ is,,6,,
2022 28 Jun Shift 1,"For a first order reaction A → B, the rate constant, k = 5.5×10−14 s−1. The time required for 67% completion of reaction is x×10−1 times the half life of reaction. The value of x is Nearest integer) (Given : log3 = 0.4771)",,16,,
2022 28 Jun Shift 1,"Number of complexes which will exhibit synergic bonding amongst, [Cr(CO) ],[Mn(CO) ] and 6 5 [Mn 2 (CO) 10 ] is",,3,,
2022 28 Jun Shift 1,"The total number of 5-digit numbers, formed by using the digits 1,2,3,5,6,7 without repetition, which are multiple of 6, is",(1) 72 | (2) 48 | (3) 24 | (4) 60,1,,
2022 28 Jun Shift 1,"LetA 1 ,A 2 ,A 3 ,…… be an increasing geometric progression of positive real numbers. If A 1 A 3 A 5 A 7 = 12 1 96 and A 2 +A 4 = 3 7 6 , then, the value of A 6 +A 8 +A 10 is equal to",(1) 43 | (2) 33 | (3) 37 | (4) 48 Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN ⎢ J EE Main 2022,1,,
2022 28 Jun Shift 1,"If ∑31 (31C )(31C )−∑30 (30C )(30C ) = α(60!) , where α ∈ R, then the value of 16α is equal to k=1 k k−1 k=1 k k−1 (30!)(31!)",(1) 1411 | (2) 1320 | (3) 1615 | (4) 1855,1,,
2022 28 Jun Shift 1,"If the tangents drawn at the point O(0,0) and P(1+√5,2) on the circle x2 +y2 −2x−4y = 0 intersect at the point Q, then the area of the triangle OPQ is equal to",(1) 3+√5 | (2) 4+2√5 2 2 | (3) 5+3√5 | (4) 7+3√5 2 2,3,,
2022 28 Jun Shift 1,"Let the eccentricity of the hyperbola H : x2 − y2 = 1 be √5 and length of its latus rectum be 6√2. If a2 b2 2 y = 2x+c is a tangent to the hyperbola H, then the value of c2 is equal to",(1) 18 | (2) 20 | (3) 24 | (4) 32,2,,
2022 28 Jun Shift 1,"Let p,q,r be three logical statements. Consider the compound statements S 1 : ((~p)∨q)∨((~p)∨r) and S 2 : p → (q∨r) Then, which of the following is NOT true?","(1) If S 2 is True, then S 1 is True | (2) If S 2 is False, then S 1 is False | (3) IfS 2 is False, then S 1 is True | (4) If S 1 is False, then S 2 is False",3,,
2022 28 Jun Shift 1,"Let AB and PQ be two vertical poles, 160m apart from each other. Let C be the middle point of B and Q, which are feet of these two poles. Let π and θ be the angles of elevation from C to P and A, respectively. If 8 the height of pole PQ is twice the height of pole AB, then tan2θ is equal to",(1) 3−2√2 | (2) 3+√2 2 2 | (3) 3−2√2 | (4) 3−√2 4 4,3,,
2022 28 Jun Shift 1,Let A be a matrix of order 3×3 and det(A) = 2. Then det(det (A) adj (5 adj (A3)) is equal to _____.,(1) 256×106 | (2) 1024×106 | (3) 512×106 | (4) 256×1011,3,,
2022 28 Jun Shift 1,"If the system of linear equations 2x+3y−z = −2 x+y+z = 4 x−y+|λ|z = 4λ−4 where λ ∈ R, has no solution, then","(1) λ = 7 | (2) λ = −7 | (3) λ = 8 | (4) λ2 = 1 2n, n = 2,4,6,8,…..",2,,
2022 28 Jun Shift 1,"⎡ Let a function f : N → N be defined by f(n) = n−1, n = 3,7,11,15,….. ⎣n+1, n = 1,5,9,13,….. 2 then, f is",(1) One-one and onto | (2) One-one but not onto | (3) Onto but not one-one | (4) Neither one-one nor onto Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN ⎢ J EE Main 2022,1,,
2022 28 Jun Shift 1,"⎡ aex +[x−1], 0 ≤ x < 1 Let f : R → R be defined as f(x) = b+[sin(πx)], 1 ≤ x < 2 ⎣ [e−x]−c, x ≥ 2 where a,b,c ∈ R and [t] denotes greatest integer less than or equal to t. Then, which of the following statements is true?","(1) There exists a,b,c ∈ R such that f is continuous | (2) If f is discontinuous at exactly one point, then of R. a+b+c = 1 | (3) If f is discontinuous at exactly one point, then | (4) f is discontinuous at atleast two points, for any a+b+c ≠ 1. values of a,b and c.",3,,
2022 28 Jun Shift 1,The number of real solutions of x7 +5x3 +3x+1 = 0 is equal to _____.,(1) 0 | (2) 1 | (3) 3 | (4) 5,2,,
2022 28 Jun Shift 1,"Let [t] denote the greatest integer less than or equal to t. Then, the value of the integral ∫1[−8x2 +6x−1]dx 0 is equal to",(1) −1 | (2) −5 4 | (3) √17−13 | (4) √17−16 8 8,3,,
2022 28 Jun Shift 1,"The area of the region S = {(x,y) : y2 ≤ 8x,y ≥ √2x,x ≥ 1} is",(1) 5√2 | (2) 19√2 6 6 | (3) 13√2 | (4) 11√2 6 6,4,,
2022 28 Jun Shift 1,"Let the solution curve y = y(x) of the differential equation, [ x +e x y ]xdy = x+[ x +e x y ]y pass √x2−y2 dx √x2−y2 through the points (1,0) and (2α,α),α > 0. Then α is equal to",(1) 1exp(π +√e−1) | (2) 1exp(π +√e−1) 2 6 2 3 | (3) exp(π +√e+1) | (4) 2exp(π +√e−1) 6 3,1,,
2022 28 Jun Shift 1,"Let y = y(x) be the solution of the differential equation x(1−x2)dy +(3x2y−y−4x3) = 0,x > 1 with dx y",(2) = −2. Then y | (3) is equal to | (1) −18 | (2) −12 | (3) −6 | (4) −3,1,,
2022 28 Jun Shift 1,"If two distinct point Q, R lie on the line of intersection of the planes −x+2y−z = 0 and 3x−5y+2z = 0 and PQ = PR = √18 where the point P is (1,−2,3), then the area of the triangle PQR is equal to",(1) 2√38 | (2) 4√38 3 3 | (3) 8√38 | (4) √152 3 3,2,,
2022 28 Jun Shift 1,"The acute angle between the planes P 1 and P 2, when P 1 and P 2 are the planes passing through the intersection of the planes 5x+8y+13z−29 = 0 and 8x−7y+z−20 = 0 and the points (2,1,3) and (0,1,2), respectively, is π π",(1) | (2) 3 4 π π | (3) | (4) 6 12 Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN ∣ ∣ J EE Main 2022,1,,
2022 28 Jun Shift 1,"Let the plane P : r⋅a = d contain the line of intersection of two planes r⋅(ˆi+3ˆj−ˆk) = 6 and →2 → 13a r⋅(−6 ˆ i+5 ˆ j− ˆ k) = 7. If the plane P passes through the point (2,3, 1), then the value of is equal to 2 d2",(1) 90 | (2) 93 | (3) 95 | (4) 97,2,,
2022 28 Jun Shift 1,"The probability, that in a randomly selected 3-digit number at least two digits are odd, is 19 16",(1) | (2) 36 36 19 13 | (3) | (4) 33 36,1,,
2022 28 Jun Shift 1,The number of real solutions of the equation e4x +4e3x −58e2x +4ex +1 = 0 is _____.,,2,,
2022 28 Jun Shift 1,"The number of elements in the set {z = a+ib ∈ C : a,b ∈ Z and 1 < |z−3+2i| < 4} is _____.",,40,,
2022 28 Jun Shift 1,"The number of positive integers k such that the constant term in the binomial expansion of 12 (2x3 + 3 ) ,x ≠ 0 is 28 ⋅l, where l is an odd integer, is ______. xk",,2,,
2022 28 Jun Shift 1,"A ray of light passing through the point P(2,3) reflects on the X-axis at point A and the reflected ray passes through the point Q(5,4). Let R be the point that divides the line segment AQ internally into the ratio 2 : 1. Let the co-ordinates of the foot of the perpendicular M from R on the bisector of the angle PAQ be (α,β). Then, the value of 7α+3β is equal to _____.",,31,,
2022 28 Jun Shift 1,"Let the lines y+2x = √11+7√7 and 2y+x = 2√11+6√7 be normal to a circle C : (x−h)2 +(y−k)2 = r2 . If the line √11y−3x = 5√77 +11 is tangent to the circle C, then the value of 3 (5h−8k)2 +5r2 is equal to ______.",,816,,
2022 28 Jun Shift 1,"The mean and standard deviation of 15 observations are found to be 8 and 3 respectively. On rechecking it was found that, in the observations, 20 was misread as 5. Then, the correct variance is equal to _____.",,17,,
2022 28 Jun Shift 1,"Let R 1 and R 2 be relations on the set {1,2,…,50} such that R 1 ={(p,pn) : p is a prime and n ≥ 0 is an integer} and R 2 ={(p,pn) : p is a prime and n = 0 or 1}. Then, the number of elements in R 1 −R 2 is ____.",,8,,
2022 28 Jun Shift 1,"Let A = {1,a 1 ,a 2 ……a 18 ,77} be a set of integers with 1 < a 1 < a 2 < …..< a 18 < 77. Let the set A+A = {x+y : x,y ∈ A} contain exactly 39 elements. Then, the value of a 1 +a 2 +…..+a 18 is equal to ______.",,702,,
2022 28 Jun Shift 1,"Let l be a line which is normal to the curve y = 2x2 +x+2 at a point P on the curve. If the point Q(6,4) lies on the line l and O is origin, then the area of the triangle OPQ is equal to _____. → → → → →→ →",,13,,
2022 28 Jun Shift 1,"If a = 2 ˆ i+ ˆ j+3 ˆ k, b = 3 ˆ i+3 ˆ j+ ˆ k and c = c 1 ˆ i+c 2 ˆ j+c 3 ˆ k are coplanar vectors and a⋅c = 5,b ⊥ c, then 122(c 1 +c 2 +c 3 ) is equal to ______. ",,150,,
2022 27 Jun Shift 2,The distance of the Sun from earth is 1.5×1011 m and its angular diameter is 2000′′ when observed from the earth. The diameter of the Sun will be,(1) 2.45×1010 m | (2) 1.45×1010 m | (3) 1.45×109 m | (4) 0.14×109 m,3,,
2022 27 Jun Shift 2,The SI unit of a physical quantity is Pascal‐sec. The dimensional formula of this quantity will be,(1) ML2T−1 | (2) M−1L3T0 | (3) ML−1T−1 | (4) ML−1T−2,3,,
2022 27 Jun Shift 2,"If L,C and R are the self inductance, capacitance and resistance respectively, which of the following does not have the dimension of time?",(1) √LC | (2) L R | (3) CR | (4) L C,4,,
2022 27 Jun Shift 2,"When a ball is dropped into a lake from a height 4.9 m above the water level, it hits the water with a velocity v and then sinks to the bottom with the constant velocity v. It reaches the bottom of the lake 4.0 s after it is dropped. The approximate depth of the lake is",(1) 39.2 m | (2) 19.6 m | (3) 73.5 m | (4) 29.4 m,4,,
2022 27 Jun Shift 2,"One end of a massless spring of spring constant k and natural length l 0 is fixed while the other end is connected to a small object of mass m lying on a frictionless table. The spring remains horizontal on the table. If the object is made to rotate at an angular velocity ω about an axis passing trough fixed end, then the elongation of the spring will be",(1) k−mω2l0 | (2) mω2l0 mω2 k+mω2 mω2l k+mω2l | (3) 0 | (4) 0 k−mω2 mω2,3,,
2022 27 Jun Shift 2,"A stone tide to a string of length L is whirled in a vertical circle with the other end of the string at the centre. At a certain instant of time, the stone is at its lowest position and has a speed u. The magnitude of change in its velocity, as it reaches a position where the string is horizontal, is √x(u2 −gL). The value of x is",(1) 2 | (2) 3 | (3) 4 | (4) 1,1,,
2022 27 Jun Shift 2,Four spheres each of mass m form a square of side d (as shown in figure). A fifth sphere of mass M is situated at the centre of square. The total gravitational potential energy of the system is,(1) −Gm[ | (2) −Gm[ | (3) −Gm[3m2 +4√2M] | (4) −Gm[6m2 +4√2M] d d Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2022,1,,
2022 27 Jun Shift 2,"A lead bullet penetrates into a solid object and melts. Assuming that 40% of its kinetic energy is used to heat it, the initial speed of bullet is (Given, initial temperature of the bullet = 127°C, Melting point of the bullet = 327°C, Latent heat of fusion of lead = 2.5×104 J kg−1 , Specific heat capacity of lead = 125 J kg K−1 )",(1) 125 m s−1 | (2) 500 m s−1 | (3) 250 m s−1 | (4) 600 m s−1,2,,
2022 27 Jun Shift 2,"For a perfect gas, two pressures P 1 and P 2 are shown in figure. The graph shows",(1) P 1 > P 2 | (2) P 1 < P 2 | (3) P 1 = P 2 | (4) Insufficient data to draw any conclusion,1,,
2022 27 Jun Shift 2,"According to kinetic theory of gases, A. The motion of the gas molecules freezes at 0°C. B. The mean free path of gas molecules decreases if the density of molecules is increased. C. The mean free path of gas molecules increases if temperature is increased keeping pressure constant. D. Average kinetic energy per molecule per degree of freedom is 3 2 k B T (for monoatomic gases). Choose the most appropriate answer from the options given below",(1) A and C only | (2) B and C only | (3) A and B only | (4) C and D only,2,,
2022 27 Jun Shift 2,"The equation of a particle executing simple harmonic motion is given by x = sinπ(t+ 1) m. At t = 1 s, the 3 speed of particle will be (Given: π = 3.14)",(1) 157 cm s−1 | (2) 0 cm s−1 | (3) 272 cm s−1 | (4) 314 cm s−1,1,,
2022 27 Jun Shift 2,"If a wave gets refracted into a denser medium, then which of the following is true?","(1) Wavelength, speed and frequency decreases. | (2) Wavelength increases, speed decreases and frequency remains constant. | (3) Wavelength and speed decreases but frequency | (4) Wavelength, speed and frequency increases. remains constant.",3,,
2022 27 Jun Shift 2,"If a charge q is placed at the centre of a closed hemispherical non-conducting surface, the total flux passing through the flat surface would be J q q",(1) | (2) ε 2ε 0 0 q q | (3) | (4) 4ε 2πε 0 0,2,,
2022 27 Jun Shift 2,Three identical charged balls each of charge 2C are suspended from a common point P by silk threads of 2 m each (as shown in figure). They form an equilateral triangle of side 1 m. The ratio of net force on a charged ball to the force between any two charged balls will be,(1) √3 : 1 | (2) √3 : 2 | (3) 1 : 1 | (4) 1 : 4,1,,
2022 27 Jun Shift 2,Two long parallel conductors S 1 and S 2 are separated by a distance 10 cm and carrying currents of 4 A and 2 A respectively. The conductors are placed along x-axis in X−Y plane. There is a point P located between the conductors (as shown in figure). → A charge particle of 3π coulomb is passing through the point P with velocity v = (2ˆi+3ˆj) m s−1 ; where ˆi & ˆj represents unit vector along x & yaxis respectively. The force acting on the charge particle is 4π×10−5(−xˆi+2ˆj) N. The value of x is,(1) 2 | (2) 1 | (3) 3 | (4) −3,3,,
